id,año,region,mes,inversion_mensual
1,2000,AMAZONAS,enero,0
2,2000,AMAZONAS,julio,0
3,2000,ICA,julio,0
4,2000,ICA,agosto,0
5,2000,ICA,setiembre,0
6,2000,ICA,octubre,0
7,2000,ICA,noviembre,0
8,2000,ICA,diciembre,0
9,2000,AMAZONAS,junio,0
10,2000,ICA,,0
11,2000,JUNÍN,octubre,0
12,2000,CUSCO,mayo,0
13,2000,CUSCO,marzo,0
14,2000,LAMBAYEQUE,julio,0
15,2000,AMAZONAS,febrero,0
16,2000,AMAZONAS,marzo,0
17,2000,AMAZONAS,abril,0
18,2000,JUNÍN,febrero,0
19,2000,AMAZONAS,mayo,0
20,2000,APURÍMAC,junio,334638
21,2000,APURÍMAC,julio,486312
22,2000,APURÍMAC,agosto,486312
23,2000,APURÍMAC,setiembre,486312
24,2000,APURÍMAC,octubre,235749.67
25,2000,APURÍMAC,noviembre,235749.67
26,2000,APURÍMAC,diciembre,235749.67
27,2000,APURÍMAC,,3638017.0199999996
28,2000,AREQUIPA,enero,18087
29,2000,AREQUIPA,febrero,18087
30,2000,AREQUIPA,marzo,18087
31,2000,AREQUIPA,abril,18750
32,2000,AREQUIPA,mayo,18750
33,2000,AREQUIPA,junio,18750
34,2000,AREQUIPA,julio,9087.33
35,2000,AREQUIPA,agosto,9087.33
36,2000,AREQUIPA,setiembre,9087.33
37,2000,AREQUIPA,octubre,25311.66
38,2000,AREQUIPA,noviembre,25311.66
39,2000,AREQUIPA,diciembre,25311.66
40,2000,AMAZONAS,octubre,0
41,2000,APURÍMAC,abril,334638
42,2000,AYACUCHO,octubre,0
43,2000,AYACUCHO,abril,0
44,2000,AYACUCHO,mayo,0
45,2000,AYACUCHO,junio,0
46,2000,AYACUCHO,julio,0
47,2000,AYACUCHO,agosto,0
48,2000,AYACUCHO,setiembre,0
49,2000,CAJAMARCA,octubre,0
50,2000,CAJAMARCA,agosto,0
51,2000,APURÍMAC,enero,155972.67
52,2000,AYACUCHO,,0
53,2000,CAJAMARCA,enero,0
54,2000,CAJAMARCA,febrero,0
55,2000,CAJAMARCA,marzo,0
56,2000,CAJAMARCA,abril,0
57,2000,CAJAMARCA,mayo,0
58,2000,APURÍMAC,febrero,155972.67
59,2000,AMAZONAS,,0
60,2000,AYACUCHO,febrero,0
61,2000,AMAZONAS,diciembre,0
62,2000,AYACUCHO,noviembre,0
63,2000,CAJAMARCA,noviembre,0
64,2000,CAJAMARCA,diciembre,0
65,2000,CAJAMARCA,,0
66,2000,CALLAO,enero,0
67,2000,CALLAO,febrero,0
68,2000,CALLAO,marzo,0
69,2000,CALLAO,abril,0
70,2000,CALLAO,mayo,0
71,2000,CALLAO,junio,0
72,2000,CALLAO,julio,0
73,2000,CALLAO,agosto,0
74,2000,CALLAO,setiembre,0
75,2000,CALLAO,octubre,0
76,2000,CALLAO,noviembre,0
77,2000,CALLAO,diciembre,0
78,2000,CALLAO,,0
79,2000,AMAZONAS,noviembre,0
80,2000,AMAZONAS,setiembre,0
81,2000,JUNÍN,diciembre,0
82,2000,JUNÍN,junio,0
83,2000,CUSCO,agosto,15496.67
84,2000,APURÍMAC,mayo,334638
85,2000,CUSCO,octubre,1321702
86,2000,AMAZONAS,agosto,0
87,2000,CUSCO,diciembre,1321702
88,2000,AYACUCHO,marzo,0
89,2000,ICA,abril,0
90,2000,HUANCAVELICA,enero,0
91,2000,CUSCO,febrero,0
92,2000,HUANCAVELICA,noviembre,0
93,2000,AYACUCHO,enero,0
94,2000,AREQUIPA,,213707.97
95,2000,CUSCO,enero,0
96,2000,CAJAMARCA,setiembre,0
97,2000,CAJAMARCA,julio,0
98,2000,AYACUCHO,diciembre,0
99,2000,HUANCAVELICA,febrero,0
100,2000,HUANCAVELICA,octubre,0
101,2000,HUANCAVELICA,,0
102,2000,CUSCO,junio,0
103,2000,HUÁNUCO,mayo,0
104,2000,HUÁNUCO,junio,0
105,2000,HUÁNUCO,julio,0
106,2000,HUÁNUCO,agosto,0
107,2000,HUÁNUCO,enero,0
108,2000,HUÁNUCO,febrero,0
109,2000,HUÁNUCO,marzo,0
110,2000,HUÁNUCO,abril,0
111,2000,ICA,febrero,0
112,2000,HUANCAVELICA,diciembre,0
113,2000,ICA,marzo,0
114,2000,HUÁNUCO,setiembre,0
115,2000,HUÁNUCO,octubre,0
116,2000,HUÁNUCO,noviembre,0
117,2000,HUÁNUCO,diciembre,0
118,2000,HUÁNUCO,,0
119,2000,ICA,enero,0
120,2000,CAJAMARCA,junio,0
121,2000,APURÍMAC,marzo,155972.67
122,2000,CUSCO,julio,15496.67
123,2000,CUSCO,setiembre,15496.67
124,2000,LA LIBERTAD,noviembre,143512.67
125,2000,LA LIBERTAD,diciembre,143512.67
126,2000,LA LIBERTAD,,1850497.0199999996
127,2000,LAMBAYEQUE,enero,0
128,2000,LAMBAYEQUE,febrero,0
129,2000,LAMBAYEQUE,marzo,0
130,2000,LAMBAYEQUE,abril,0
131,2000,LA LIBERTAD,octubre,143512.67
132,2000,CUSCO,abril,0
133,2000,JUNÍN,julio,0
134,2000,JUNÍN,agosto,0
135,2000,JUNÍN,setiembre,0
136,2000,JUNÍN,noviembre,0
137,2000,JUNÍN,marzo,0
138,2000,JUNÍN,abril,0
139,2000,JUNÍN,mayo,0
140,2000,LA LIBERTAD,enero,152934.67
141,2000,LA LIBERTAD,setiembre,173821.67
142,2000,LA LIBERTAD,agosto,173821.67
143,2000,LA LIBERTAD,julio,173821.67
144,2000,CUSCO,noviembre,1321702
145,2000,CUSCO,,4011596.01
146,2000,HUANCAVELICA,marzo,0
147,2000,HUANCAVELICA,abril,0
148,2000,HUANCAVELICA,mayo,0
149,2000,HUANCAVELICA,junio,0
150,2000,HUANCAVELICA,julio,0
151,2000,HUANCAVELICA,agosto,0
152,2000,HUANCAVELICA,setiembre,0
153,2000,LAMBAYEQUE,mayo,0
154,2000,ICA,mayo,0
155,2000,ICA,junio,0
156,2000,LA LIBERTAD,febrero,152934.67
157,2000,LA LIBERTAD,marzo,152934.67
158,2000,LA LIBERTAD,abril,146563.33
159,2000,LA LIBERTAD,mayo,146563.33
160,2000,LA LIBERTAD,junio,146563.33
161,2000,JUNÍN,,0
162,2000,LAMBAYEQUE,junio,0
163,2000,JUNÍN,enero,0
164,2000,LAMBAYEQUE,agosto,0
165,2000,MADRE DE DIOS,diciembre,0
166,2000,LAMBAYEQUE,octubre,0
167,2000,LAMBAYEQUE,noviembre,0
168,2000,LAMBAYEQUE,diciembre,0
169,2000,LAMBAYEQUE,,0
170,2000,LIMA,enero,0
171,2000,LIMA,febrero,0
172,2000,MOQUEGUA,enero,0
173,2000,MADRE DE DIOS,,0
174,2000,LORETO,febrero,0
175,2000,LIMA,junio,0
176,2000,LIMA,julio,0
177,2000,LIMA,agosto,0
178,2000,LIMA,setiembre,0
179,2000,LIMA,octubre,0
180,2000,LIMA,noviembre,0
181,2000,LIMA,,0
182,2000,MADRE DE DIOS,julio,0
183,2000,MOQUEGUA,febrero,0
184,2000,LIMA,diciembre,0
185,2000,MOQUEGUA,marzo,0
186,2000,LORETO,abril,0
187,2000,LORETO,mayo,0
188,2000,LORETO,junio,0
189,2000,LORETO,julio,0
190,2000,LORETO,agosto,0
191,2000,LORETO,setiembre,0
192,2000,LORETO,octubre,0
193,2000,LORETO,noviembre,0
194,2000,LORETO,diciembre,0
195,2000,LORETO,,0
196,2000,MADRE DE DIOS,enero,0
197,2000,MADRE DE DIOS,febrero,0
198,2000,MADRE DE DIOS,marzo,0
199,2000,MADRE DE DIOS,abril,0
200,2000,MADRE DE DIOS,mayo,0
201,2000,MADRE DE DIOS,junio,0
202,2000,LIMA,mayo,0
203,2000,MOQUEGUA,junio,0
204,2000,MOQUEGUA,mayo,0
205,2000,MADRE DE DIOS,octubre,0
206,2000,MOQUEGUA,octubre,0
207,2000,MOQUEGUA,noviembre,0
208,2000,MOQUEGUA,diciembre,0
209,2000,MOQUEGUA,,0
210,2000,ÁNCASH,,34937358
211,2000,PIURA,noviembre,0
212,2000,TACNA,diciembre,0
213,2000,PUNO,julio,0
214,2000,PUNO,agosto,0
215,2000,PUNO,setiembre,0
216,2000,PUNO,octubre,0
217,2000,PUNO,noviembre,0
218,2000,PUNO,diciembre,0
219,2000,PUNO,,0
220,2000,SAN MARTÍN,enero,0
221,2000,SAN MARTÍN,febrero,0
222,2000,MOQUEGUA,agosto,0
223,2000,MOQUEGUA,setiembre,0
224,2000,PASCO,marzo,205812
225,2000,PASCO,abril,183469
226,2000,PASCO,mayo,183469
227,2000,PASCO,junio,183469
228,2000,PASCO,julio,168330
229,2000,PASCO,agosto,168330
230,2000,PASCO,setiembre,168330
231,2000,PASCO,octubre,303097.67
232,2000,PASCO,noviembre,303097.67
233,2000,PASCO,diciembre,303097.67
234,2000,PASCO,,2582126.01
235,2000,PIURA,enero,0
236,2000,PIURA,febrero,0
237,2000,PIURA,marzo,0
238,2000,PIURA,abril,0
239,2000,PIURA,mayo,0
240,2000,PIURA,junio,0
241,2000,PIURA,julio,0
242,2000,PIURA,agosto,0
243,2000,MOQUEGUA,abril,0
244,2000,SAN MARTÍN,marzo,0
245,2000,MOQUEGUA,julio,0
246,2000,SAN MARTÍN,abril,0
247,2000,PUNO,marzo,0
248,2000,PUNO,abril,0
249,2000,PUNO,mayo,0
250,2000,PUNO,junio,0
251,2000,PIURA,diciembre,0
252,2000,PIURA,,0
253,2000,PUNO,enero,0
254,2000,PUNO,febrero,0
255,2000,SAN MARTÍN,junio,0
256,2000,SAN MARTÍN,julio,0
257,2000,SAN MARTÍN,agosto,0
258,2000,SAN MARTÍN,setiembre,0
259,2000,SAN MARTÍN,octubre,0
260,2000,SAN MARTÍN,noviembre,0
261,2000,SAN MARTÍN,diciembre,0
262,2000,SAN MARTÍN,,0
263,2000,TACNA,enero,0
264,2000,TACNA,febrero,0
265,2000,TACNA,marzo,0
266,2000,TACNA,abril,0
267,2000,TACNA,mayo,0
268,2000,TACNA,junio,0
269,2000,TACNA,julio,0
270,2000,TACNA,agosto,0
271,2000,TACNA,setiembre,0
272,2000,TACNA,octubre,0
273,2000,TACNA,noviembre,0
274,2000,TACNA,,0
275,2000,TUMBES,enero,0
276,2000,TUMBES,febrero,0
277,2000,TUMBES,marzo,0
278,2000,TUMBES,abril,0
279,2000,TUMBES,mayo,0
280,2000,TUMBES,junio,0
281,2000,TUMBES,julio,0
282,2000,TUMBES,octubre,0
283,2000,TUMBES,diciembre,0
284,2000,UCAYALI,enero,0
285,2000,UCAYALI,marzo,0
286,2000,SAN MARTÍN,mayo,0
287,2000,LAMBAYEQUE,setiembre,0
288,2000,LIMA,abril,0
289,2000,LIMA,marzo,0
290,2000,LORETO,enero,0
291,2000,LORETO,marzo,0
292,2000,PIURA,setiembre,0
293,2000,MADRE DE DIOS,setiembre,0
294,2000,MADRE DE DIOS,agosto,0
295,2000,TUMBES,agosto,0
296,2000,TUMBES,setiembre,0
297,2000,PIURA,octubre,0
298,2000,TUMBES,noviembre,0
299,2000,PASCO,enero,205812
300,2000,TUMBES,,0
301,2000,PASCO,febrero,205812
302,2000,UCAYALI,febrero,0
303,2000,MADRE DE DIOS,noviembre,0
304,2000,UCAYALI,abril,0
305,2000,UCAYALI,mayo,0
306,2000,UCAYALI,junio,0
307,2000,UCAYALI,julio,0
308,2000,UCAYALI,agosto,0
309,2000,UCAYALI,diciembre,0
310,2000,UCAYALI,,0
311,2000,ÁNCASH,enero,5764915
312,2000,ÁNCASH,febrero,5764915
313,2000,ÁNCASH,marzo,5764915
314,2000,ÁNCASH,abril,5839325.67
315,2000,UCAYALI,setiembre,0
316,2000,UCAYALI,octubre,0
317,2000,UCAYALI,noviembre,0
318,2000,ÁNCASH,setiembre,15745
319,2000,ÁNCASH,octubre,25800.33
320,2000,ÁNCASH,noviembre,25800.33
321,2000,ÁNCASH,diciembre,25800.33
322,2000,ÁNCASH,mayo,5839325.67
323,2000,ÁNCASH,junio,5839325.67
324,2000,ÁNCASH,julio,15745
325,2000,ÁNCASH,agosto,15745
326,2001,TUMBES,junio,0
327,2001,TUMBES,abril,0
328,2001,TUMBES,febrero,0
329,2001,TUMBES,enero,0
330,2001,AMAZONAS,mayo,0
331,2001,APURÍMAC,abril,0
332,2001,AMAZONAS,julio,0
333,2001,AMAZONAS,diciembre,0
334,2001,ICA,marzo,0
335,2001,AMAZONAS,,0
336,2001,AMAZONAS,abril,0
337,2001,AMAZONAS,marzo,0
338,2001,AMAZONAS,noviembre,0
339,2001,CAJAMARCA,abril,26537
340,2001,AMAZONAS,febrero,0
341,2001,LAMBAYEQUE,marzo,0
342,2001,AMAZONAS,junio,0
343,2001,ÁNCASH,diciembre,13098.5
344,2001,AREQUIPA,enero,238341.18999999997
345,2001,APURÍMAC,agosto,83260.33
346,2001,APURÍMAC,,728591.9999999999
347,2001,AREQUIPA,febrero,238341.18999999997
348,2001,APURÍMAC,noviembre,0
349,2001,CALLAO,diciembre,0
350,2001,APURÍMAC,octubre,0
351,2001,AREQUIPA,mayo,220895.54
352,2001,CAJAMARCA,marzo,23723.67
353,2001,AREQUIPA,diciembre,252180.92999999996
354,2001,AREQUIPA,,2604397.5600000005
355,2001,AREQUIPA,abril,220895.54
356,2001,AYACUCHO,abril,54364.98
357,2001,AREQUIPA,junio,220895.54
358,2001,AREQUIPA,julio,156714.86000000002
359,2001,APURÍMAC,setiembre,83260.33
360,2001,AREQUIPA,setiembre,156714.86000000002
361,2001,AREQUIPA,marzo,238341.18999999997
362,2001,AREQUIPA,octubre,252180.92999999996
363,2001,CALLAO,octubre,0
364,2001,HUANCAVELICA,abril,0
365,2001,CAJAMARCA,julio,28893
366,2001,AYACUCHO,agosto,74336.04000000001
367,2001,AREQUIPA,noviembre,252180.92999999996
368,2001,AYACUCHO,setiembre,74336.04000000001
369,2001,APURÍMAC,febrero,159603.67
370,2001,AYACUCHO,febrero,55263.83
371,2001,CAJAMARCA,enero,23723.67
372,2001,CAJAMARCA,agosto,28893
373,2001,AYACUCHO,diciembre,353263.84
374,2001,AYACUCHO,marzo,55263.83
375,2001,CUSCO,enero,2940651.33
376,2001,APURÍMAC,julio,83260.33
377,2001,CAJAMARCA,mayo,26537
378,2001,APURÍMAC,diciembre,0
379,2001,CALLAO,,0
380,2001,APURÍMAC,junio,0
381,2001,AYACUCHO,,1611686.0700000003
382,2001,AREQUIPA,agosto,156714.86000000002
383,2001,AYACUCHO,junio,54364.98
384,2001,CALLAO,agosto,0
385,2001,CALLAO,setiembre,0
386,2001,CALLAO,julio,0
387,2001,AYACUCHO,octubre,353263.84
388,2001,LAMBAYEQUE,junio,0
389,2001,CAJAMARCA,febrero,23723.67
390,2001,AYACUCHO,julio,74336.04000000001
391,2001,CALLAO,febrero,0
392,2001,AYACUCHO,enero,55263.83
393,2001,CAJAMARCA,setiembre,28893
394,2001,CAJAMARCA,octubre,26938.33
395,2001,CAJAMARCA,noviembre,26938.33
396,2001,CAJAMARCA,diciembre,26938.33
397,2001,CAJAMARCA,,318276.00000000006
398,2001,CALLAO,enero,0
399,2001,CALLAO,marzo,0
400,2001,CALLAO,noviembre,0
401,2001,CALLAO,abril,0
402,2001,CALLAO,mayo,0
403,2001,CALLAO,junio,0
404,2001,AYACUCHO,noviembre,353263.84
405,2001,AYACUCHO,mayo,54364.98
406,2001,CUSCO,julio,9708868
407,2001,JUNÍN,agosto,629341.12
408,2001,CUSCO,junio,6987768.33
409,2001,AMAZONAS,agosto,0
410,2001,CUSCO,agosto,9708868
411,2001,AMAZONAS,octubre,0
412,2001,HUANCAVELICA,noviembre,47727.33
413,2001,APURÍMAC,enero,159603.67
414,2001,CUSCO,diciembre,10228568.67
415,2001,CUSCO,octubre,10228568.67
416,2001,TACNA,diciembre,0
417,2001,ICA,febrero,0
418,2001,UCAYALI,junio,0
419,2001,APURÍMAC,marzo,159603.67
420,2001,AMAZONAS,setiembre,0
421,2001,PUNO,,107931
422,2001,APURÍMAC,mayo,0
423,2001,JUNÍN,setiembre,629341.12
424,2001,HUANCAVELICA,setiembre,39812
425,2001,HUANCAVELICA,octubre,47727.33
426,2001,ÁNCASH,,503930.9700000001
427,2001,ICA,enero,0
428,2001,HUÁNUCO,marzo,0
429,2001,HUÁNUCO,abril,0
430,2001,HUÁNUCO,junio,0
431,2001,ICA,abril,0
432,2001,HUANCAVELICA,diciembre,47727.33
433,2001,HUANCAVELICA,,278931.00000000006
434,2001,HUÁNUCO,enero,0
435,2001,HUÁNUCO,febrero,0
436,2001,HUANCAVELICA,junio,0
437,2001,HUÁNUCO,julio,0
438,2001,HUÁNUCO,mayo,0
439,2001,HUÁNUCO,setiembre,0
440,2001,HUÁNUCO,agosto,0
441,2001,HUÁNUCO,octubre,0
442,2001,HUÁNUCO,noviembre,0
443,2001,HUÁNUCO,diciembre,0
444,2001,HUÁNUCO,,0
445,2001,CUSCO,marzo,2940651.33
446,2001,AMAZONAS,enero,0
447,2001,CUSCO,mayo,6987768.33
448,2001,HUANCAVELICA,julio,39812
449,2001,JUNÍN,noviembre,1040439.8600000001
450,2001,JUNÍN,enero,840723.45
451,2001,ICA,julio,0
452,2001,ICA,agosto,0
453,2001,ICA,setiembre,0
454,2001,ICA,octubre,0
455,2001,ICA,noviembre,0
456,2001,JUNÍN,diciembre,1040439.8600000001
457,2001,ICA,diciembre,0
458,2001,JUNÍN,febrero,840723.45
459,2001,JUNÍN,octubre,1040439.8600000001
460,2001,JUNÍN,marzo,840723.45
461,2001,JUNÍN,abril,603921.16
462,2001,JUNÍN,mayo,603921.16
463,2001,JUNÍN,junio,603921.16
464,2001,JUNÍN,julio,629341.12
465,2001,ICA,,0
466,2001,JUNÍN,,9343276.770000001
467,2001,LAMBAYEQUE,abril,0
468,2001,ICA,mayo,0
469,2001,CUSCO,febrero,2940651.33
470,2001,ICA,junio,0
471,2001,LA LIBERTAD,enero,205620.08000000002
472,2001,LA LIBERTAD,febrero,205620.08000000002
473,2001,LA LIBERTAD,marzo,205620.08000000002
474,2001,LA LIBERTAD,abril,226086.41
475,2001,LA LIBERTAD,mayo,226086.41
476,2001,LA LIBERTAD,junio,226086.41
477,2001,LA LIBERTAD,julio,294477.08
478,2001,LA LIBERTAD,agosto,294477.08
479,2001,LA LIBERTAD,setiembre,294477.08
480,2001,LA LIBERTAD,octubre,304337.41000000003
481,2001,LA LIBERTAD,noviembre,304337.41000000003
482,2001,LA LIBERTAD,diciembre,304337.41000000003
483,2001,LA LIBERTAD,,3091562.9400000004
484,2001,LAMBAYEQUE,enero,0
485,2001,LAMBAYEQUE,febrero,0
486,2001,UCAYALI,mayo,0
487,2001,CUSCO,setiembre,9708868
488,2001,HUANCAVELICA,febrero,5437.67
489,2001,CUSCO,noviembre,10228568.67
490,2001,LIMA,julio,73045.67
491,2001,PASCO,julio,1639278.27
492,2001,MADRE DE DIOS,julio,0
493,2001,PASCO,noviembre,1713235.42
494,2001,LIMA,agosto,73045.67
495,2001,PIURA,marzo,0
496,2001,ÁNCASH,noviembre,13098.5
497,2001,MADRE DE DIOS,agosto,0
498,2001,CUSCO,abril,6987768.33
499,2001,LIMA,diciembre,80816.66
500,2001,LIMA,marzo,79553.67
501,2001,PIURA,setiembre,0
502,2001,LAMBAYEQUE,octubre,0
503,2001,LIMA,febrero,79553.67
504,2001,LAMBAYEQUE,diciembre,0
505,2001,LAMBAYEQUE,,0
506,2001,LIMA,octubre,80816.66
507,2001,LORETO,febrero,0
508,2001,LORETO,abril,0
509,2001,PIURA,agosto,0
510,2001,LORETO,marzo,0
511,2001,LORETO,mayo,0
512,2001,LORETO,junio,0
513,2001,LORETO,julio,0
514,2001,LORETO,agosto,0
515,2001,LORETO,setiembre,0
516,2001,LORETO,octubre,0
517,2001,LORETO,noviembre,0
518,2001,LORETO,diciembre,0
519,2001,LORETO,,0
520,2001,MADRE DE DIOS,enero,0
521,2001,MADRE DE DIOS,febrero,0
522,2001,MADRE DE DIOS,marzo,0
523,2001,MADRE DE DIOS,abril,0
524,2001,LIMA,abril,92013.67
525,2001,MADRE DE DIOS,junio,0
526,2001,LIMA,,976289.0100000001
527,2001,LIMA,enero,79553.67
528,2001,LIMA,junio,92013.67
529,2001,LIMA,setiembre,73045.67
530,2001,CAJAMARCA,junio,26537
531,2001,MOQUEGUA,abril,0
532,2001,LAMBAYEQUE,mayo,0
533,2001,MOQUEGUA,enero,0
534,2001,SAN MARTÍN,enero,4473.92
535,2001,MADRE DE DIOS,diciembre,0
536,2001,PIURA,julio,0
537,2001,MADRE DE DIOS,,0
538,2001,LAMBAYEQUE,setiembre,0
539,2001,MOQUEGUA,junio,0
540,2001,MOQUEGUA,setiembre,0
541,2001,MOQUEGUA,octubre,0
542,2001,MOQUEGUA,noviembre,0
543,2001,TUMBES,agosto,0
544,2001,HUANCAVELICA,enero,5437.67
545,2001,HUANCAVELICA,agosto,39812
546,2001,CUSCO,,89597568.99
547,2001,MOQUEGUA,febrero,0
548,2001,MADRE DE DIOS,octubre,0
549,2001,PASCO,abril,1599602.65
550,2001,PIURA,enero,0
551,2001,LIMA,mayo,92013.67
552,2001,PASCO,diciembre,1713235.42
553,2001,LORETO,enero,0
554,2001,MADRE DE DIOS,setiembre,0
555,2001,PASCO,,18332613.75
556,2001,PASCO,mayo,1599602.65
557,2001,PASCO,octubre,1713235.42
558,2001,LAMBAYEQUE,noviembre,0
559,2001,PASCO,agosto,1639278.27
560,2001,PIURA,abril,0
561,2001,PASCO,junio,1599602.65
562,2001,PASCO,marzo,1158754.9100000001
563,2001,PIURA,febrero,0
564,2001,PIURA,mayo,0
565,2001,PIURA,junio,0
566,2001,LIMA,noviembre,80816.66
567,2001,PASCO,setiembre,1639278.27
568,2001,MADRE DE DIOS,mayo,0
569,2001,UCAYALI,abril,0
570,2001,MOQUEGUA,agosto,0
571,2001,MOQUEGUA,,0
572,2001,UCAYALI,febrero,0
573,2001,SAN MARTÍN,marzo,4473.92
574,2001,PUNO,junio,0
575,2001,PIURA,diciembre,0
576,2001,PIURA,,0
577,2001,PUNO,enero,0
578,2001,PUNO,febrero,0
579,2001,PUNO,marzo,0
580,2001,SAN MARTÍN,mayo,4473.92
581,2001,PUNO,abril,0
582,2001,PUNO,julio,0
583,2001,SAN MARTÍN,febrero,4473.92
584,2001,PUNO,agosto,0
585,2001,PUNO,setiembre,0
586,2001,PUNO,octubre,35977
587,2001,PUNO,noviembre,35977
588,2001,PUNO,diciembre,35977
589,2001,PUNO,mayo,0
590,2001,TACNA,setiembre,0
591,2001,TACNA,agosto,0
592,2001,TACNA,julio,0
593,2001,UCAYALI,marzo,0
594,2001,LAMBAYEQUE,julio,0
595,2001,TACNA,noviembre,0
596,2001,SAN MARTÍN,junio,4473.92
597,2001,SAN MARTÍN,julio,4473.92
598,2001,SAN MARTÍN,agosto,4473.92
599,2001,SAN MARTÍN,setiembre,4473.92
600,2001,SAN MARTÍN,octubre,4473.92
601,2001,SAN MARTÍN,noviembre,4473.92
602,2001,SAN MARTÍN,diciembre,4473.92
603,2001,SAN MARTÍN,,53687.039999999986
604,2001,TACNA,enero,0
605,2001,TACNA,febrero,0
606,2001,TACNA,marzo,0
607,2001,TACNA,abril,0
608,2001,TACNA,mayo,0
609,2001,TACNA,junio,0
610,2001,TUMBES,noviembre,0
611,2001,HUANCAVELICA,marzo,5437.67
612,2001,TUMBES,,0
613,2001,PIURA,noviembre,0
614,2001,MOQUEGUA,diciembre,0
615,2001,MOQUEGUA,mayo,0
616,2001,ÁNCASH,febrero,64334.5
617,2001,PASCO,febrero,1158754.9100000001
618,2001,MOQUEGUA,julio,0
619,2001,HUANCAVELICA,mayo,0
620,2001,LAMBAYEQUE,agosto,0
621,2001,TUMBES,mayo,0
622,2001,SAN MARTÍN,abril,4473.92
623,2001,TACNA,octubre,0
624,2001,MOQUEGUA,marzo,0
625,2001,TUMBES,setiembre,0
626,2001,PASCO,enero,1158754.9100000001
627,2001,TUMBES,octubre,0
628,2001,MADRE DE DIOS,noviembre,0
629,2001,TUMBES,diciembre,0
630,2001,UCAYALI,julio,0
631,2001,TUMBES,julio,0
632,2001,ÁNCASH,setiembre,32736.160000000003
633,2001,TUMBES,marzo,0
634,2001,UCAYALI,agosto,0
635,2001,UCAYALI,setiembre,0
636,2001,UCAYALI,octubre,0
637,2001,UCAYALI,noviembre,0
638,2001,UCAYALI,,0
639,2001,UCAYALI,diciembre,0
640,2001,PIURA,octubre,0
641,2001,ÁNCASH,enero,64334.5
642,2001,ÁNCASH,octubre,13098.5
643,2001,ÁNCASH,mayo,57807.83
644,2001,ÁNCASH,junio,57807.83
645,2001,ÁNCASH,julio,32736.160000000003
646,2001,ÁNCASH,agosto,32736.160000000003
647,2001,UCAYALI,enero,0
648,2001,TACNA,,0
649,2001,ÁNCASH,marzo,64334.5
650,2001,ÁNCASH,abril,57807.83
651,2002,TUMBES,noviembre,0
652,2002,PASCO,setiembre,191581.34
653,2002,MOQUEGUA,julio,0
654,2002,PASCO,abril,230932
655,2002,MOQUEGUA,abril,0
656,2002,LIMA,marzo,29769.37
657,2002,PASCO,agosto,191581.34
658,2002,MOQUEGUA,agosto,0
659,2002,MOQUEGUA,,0
660,2002,MOQUEGUA,diciembre,0
661,2002,PASCO,marzo,1101779.2
662,2002,LORETO,abril,0
663,2002,MADRE DE DIOS,setiembre,0
664,2002,PASCO,junio,230932
665,2002,LAMBAYEQUE,diciembre,0
666,2002,LORETO,junio,0
667,2002,MOQUEGUA,febrero,0
668,2002,PIURA,julio,0
669,2002,PASCO,julio,191581.34
670,2002,MADRE DE DIOS,,0
671,2002,MOQUEGUA,mayo,0
672,2002,MOQUEGUA,marzo,0
673,2002,MOQUEGUA,enero,0
674,2002,PASCO,enero,1101779.2
675,2002,MADRE DE DIOS,octubre,0
676,2002,PIURA,junio,0
677,2002,PIURA,mayo,0
678,2002,MADRE DE DIOS,diciembre,0
679,2002,PIURA,abril,0
680,2002,PIURA,marzo,0
681,2002,PIURA,febrero,0
682,2002,PIURA,enero,0
683,2002,PASCO,diciembre,224464.33000000002
684,2002,PASCO,noviembre,224464.33000000002
685,2002,PASCO,octubre,224464.33000000002
686,2002,MOQUEGUA,noviembre,0
687,2002,PASCO,mayo,230932
688,2002,LORETO,julio,0
689,2002,MADRE DE DIOS,marzo,0
690,2002,MOQUEGUA,octubre,0
691,2002,LAMBAYEQUE,noviembre,0
692,2002,LIMA,setiembre,50244.03
693,2002,LIMA,,571476.03
694,2002,LIMA,octubre,68676.23999999999
695,2002,LAMBAYEQUE,octubre,0
696,2002,LIMA,mayo,41802.369999999995
697,2002,LIMA,noviembre,68676.23999999999
698,2002,LIMA,febrero,29769.37
699,2002,LIMA,abril,41802.369999999995
700,2002,LIMA,julio,50244.03
701,2002,PIURA,noviembre,0
702,2002,MADRE DE DIOS,noviembre,0
703,2002,LAMBAYEQUE,setiembre,0
704,2002,LAMBAYEQUE,abril,0
705,2002,PIURA,agosto,0
706,2002,PASCO,,5246270.609999999
707,2002,LORETO,enero,0
708,2002,LIMA,junio,41802.369999999995
709,2002,LIMA,diciembre,68676.23999999999
710,2002,LORETO,febrero,0
711,2002,LAMBAYEQUE,enero,0
712,2002,LIMA,enero,29769.37
713,2002,JUNÍN,febrero,476112.14
714,2002,LIMA,agosto,50244.03
715,2002,PIURA,setiembre,0
716,2002,MADRE DE DIOS,julio,0
717,2002,MADRE DE DIOS,mayo,0
718,2002,MADRE DE DIOS,abril,0
719,2002,MADRE DE DIOS,enero,0
720,2002,LORETO,,0
721,2002,PASCO,febrero,1101779.2
722,2002,LORETO,diciembre,0
723,2002,MADRE DE DIOS,agosto,0
724,2002,LORETO,noviembre,0
725,2002,LORETO,octubre,0
726,2002,LORETO,setiembre,0
727,2002,LORETO,mayo,0
